Variable,Fechas,Montos,Tipo_Valores,Enfoque
"       Comercio, Hoteles y Restaurantes",2009,44614.1,Corrientes,missing
       Otros Servicios,2009,130092.3,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2009,14242.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2009,19999.9,Corrientes,missing
Producto Interno Bruto a precios de mercado,2009,275632.2,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2009,158143.3,Corrientes,missing
DEMANDA GLOBAL ,2009,433775.5,Corrientes,missing
Demanda Interna,2009,324817.4,Corrientes,missing
    Gastos de Consumo Final,2009,268038.2,Corrientes,missing
       Sector Privado,2009,216495.7,Corrientes,missing
       Sector Público,2009,51542.5,Corrientes,missing
    Inversión Interna Bruta,2009,56779.200000000004,Corrientes,missing
      Formación Bruta de Capital Fijo,2009,60660.9,Corrientes,missing
       Sector Privado,2009,49703.1,Corrientes,missing
       Sector Público,2009,10957.8,Corrientes,missing
     Variación de Existencias,2009,-3881.7,Corrientes,missing
Demanda  Externa,2009,108958.1,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2009,108958.1,Corrientes,missing
OFERTA GLOBAL,2009,242044.8,Corrientes,missing
Valor Agregado Bruto,2009,141855.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2009,19903.7,Corrientes,missing
       Explotación de Minas y Canteras,2009,475.7,Corrientes,missing
       Industria Manufacturera,2009,30270.7,Corrientes,missing
       Construcción,2009,5660.2,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2009,18616.1,Corrientes,missing
       Otros Servicios,2009,83854.0,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2009,16925.0,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2009,12223.5,Corrientes,missing
Producto Interno Bruto a precios de mercado,2009,154078.9,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2009,87965.9,Corrientes,missing
DEMANDA GLOBAL ,2009,242044.7,Corrientes,missing
Demanda Interna,2009,166673.30000000002,Corrientes,missing
    Gastos de Consumo Final,2009,138288.6,Corrientes,missing
       Sector Privado,2009,113600.1,Corrientes,missing
       Sector Público,2009,24688.5,Corrientes,missing
    Inversión Interna Bruta,2009,28384.7,Corrientes,missing
      Formación Bruta de Capital Fijo,2009,30894.4,Corrientes,missing
       Sector Privado,2009,25311.0,Corrientes,missing
       Sector Público,2009,5583.4,Corrientes,missing
     Variación de Existencias,2009,-2509.7,Corrientes,missing
Demanda  Externa,2009,75371.4,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2009,75371.4,Corrientes,missing
OFERTA GLOBAL,2010,489880.1,Corrientes,missing
Valor Agregado Bruto a precios básicos,2010,277722.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2010,34690.9,Corrientes,missing
       Explotación de Minas y Canteras,2010,2931.7,Corrientes,missing
       Industria Manufacturera,2010,49491.6,Corrientes,missing
       Construcción,2010,17912.0,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2010,49105.6,Corrientes,missing
       Otros Servicios,2010,138611.2,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2010,15020.5,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2010,21563.6,Corrientes,missing
Producto Interno Bruto a precios de mercado,2010,299286.0,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2010,190594.1,Corrientes,missing
DEMANDA GLOBAL ,2010,489880.0,Corrientes,missing
Demanda Interna,2010,352930.0,Corrientes,missing
    Gastos de Consumo Final,2010,287446.8,Corrientes,missing
       Sector Privado,2010,233795.5,Corrientes,missing
       Sector Público,2010,53651.3,Corrientes,missing
    Inversión Interna Bruta,2010,65483.2,Corrientes,missing
      Formación Bruta de Capital Fijo,2010,64513.7,Corrientes,missing
       Sector Privado,2010,54572.6,Corrientes,missing
       Sector Público,2010,9941.1,Corrientes,missing
     Variación de Existencias,2010,969.5,Corrientes,missing
Demanda  Externa,2010,136950.0,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2010,136950.0,Corrientes,missing
OFERTA GLOBAL,2010,261168.4,Corrientes,missing
Valor Agregado Bruto,2010,147074.6,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2010,20256.7,Corrientes,missing
       Explotación de Minas y Canteras,2010,456.6,Corrientes,missing
       Industria Manufacturera,2010,31639.9,Corrientes,missing
       Construcción,2010,5525.7,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2010,19241.0,Corrientes,missing
       Otros Servicios,2010,88087.2,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2010,18132.5,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2010,12753.2,Corrientes,missing
Producto Interno Bruto a precios de mercado,2010,159827.8,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2010,101340.9,Corrientes,missing
DEMANDA GLOBAL ,2010,261168.4,Corrientes,missing
Demanda Interna,2010,173976.0,Corrientes,missing
    Gastos de Consumo Final,2010,142182.6,Corrientes,missing
       Sector Privado,2010,117744.9,Corrientes,missing
       Sector Público,2010,24437.7,Corrientes,missing
    Inversión Interna Bruta,2010,31793.399999999998,Corrientes,missing
      Formación Bruta de Capital Fijo,2010,31325.899999999998,Corrientes,missing
       Sector Privado,2010,26504.1,Corrientes,missing
       Sector Público,2010,4821.8,Corrientes,missing
     Variación de Existencias,2010,467.5,Corrientes,missing
Demanda  Externa,2010,87192.7,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2010,87192.7,Corrientes,missing
OFERTA GLOBAL,2011,572760.8,Corrientes,missing
Valor Agregado Bruto a precios básicos,2011,311387.5,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2011,47639.8,Corrientes,missing
       Explotación de Minas y Canteras,2011,3329.3,Corrientes,missing
       Industria Manufacturera,2011,57606.0,Corrientes,missing
       Construcción,2011,20505.9,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2011,56121.2,Corrientes,missing
       Otros Servicios,2011,143929.9,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2011,17744.5,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2011,23640.2,Corrientes,missing
Producto Interno Bruto a precios de mercado,2011,335027.8,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2011,237733.1,Corrientes,missing
DEMANDA GLOBAL ,2011,572761.2,Corrientes,missing
Demanda Interna,2011,401033.7,Corrientes,missing
    Gastos de Consumo Final,2011,313926.5,Corrientes,missing
       Sector Privado,2011,260106.4,Corrientes,missing
       Sector Público,2011,53820.1,Corrientes,missing
    Inversión Interna Bruta,2011,87107.2,Corrientes,missing
      Formación Bruta de Capital Fijo,2011,81883.4,Corrientes,missing
       Sector Privado,2011,70553.4,Corrientes,missing
       Sector Público,2011,11330.0,Corrientes,missing
     Variación de Existencias,2011,5223.8,Corrientes,missing
Demanda  Externa,2011,171727.5,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2011,171727.5,Corrientes,missing
OFERTA GLOBAL,2011,280135.1,Corrientes,missing
Valor Agregado Bruto,2011,152578.9,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2011,21570.2,Corrientes,missing
       Explotación de Minas y Canteras,2011,408.1,Corrientes,missing
       Industria Manufacturera,2011,33032.8,Corrientes,missing
       Construcción,2011,5769.4,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2011,20051.3,Corrientes,missing
       Otros Servicios,2011,92009.7,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2011,20262.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2011,13379.3,Corrientes,missing
Producto Interno Bruto a precios de mercado,2011,165958.3,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2011,114176.8,Corrientes,missing
DEMANDA GLOBAL ,2011,280135.1,Corrientes,missing
Demanda Interna,2011,185650.6,Corrientes,missing
    Gastos de Consumo Final,2011,146187.5,Corrientes,missing
       Sector Privado,2011,121984.2,Corrientes,missing
       Sector Público,2011,24203.3,Corrientes,missing
    Inversión Interna Bruta,2011,39463.2,Corrientes,missing
      Formación Bruta de Capital Fijo,2011,36614.299999999996,Corrientes,missing
       Sector Privado,2011,31548.1,Corrientes,missing
       Sector Público,2011,5066.2,Corrientes,missing
     Variación de Existencias,2011,2848.8,Corrientes,missing
Demanda  Externa,2011,94484.5,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2011,94484.5,Corrientes,missing
OFERTA GLOBAL,2012,615323.8999999999,Corrientes,missing
Valor Agregado Bruto a precios básicos,2012,335604.2,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2012,49021.6,Corrientes,missing
       Explotación de Minas y Canteras,2012,3502.2,Corrientes,missing
       Industria Manufacturera,2012,63908.6,Corrientes,missing
       Construcción,2012,21703.3,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2012,60837.2,Corrientes,missing
       Otros Servicios,2012,156226.1,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2012,19594.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2012,25744.3,Corrientes,missing
Producto Interno Bruto a precios de mercado,2012,361348.5,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2012,253975.3,Corrientes,missing
DEMANDA GLOBAL ,2012,615323.6000000001,Corrientes,missing
Demanda Interna,2012,431387.10000000003,Corrientes,missing
    Gastos de Consumo Final,2012,342624.7,Corrientes,missing
       Sector Privado,2012,284079.8,Corrientes,missing
       Sector Público,2012,58544.9,Corrientes,missing
    Inversión Interna Bruta,2012,88762.40000000001,Corrientes,missing
      Formación Bruta de Capital Fijo,2012,88064.3,Corrientes,missing
       Sector Privado,2012,77378.2,Corrientes,missing
       Sector Público,2012,10686.1,Corrientes,missing
     Variación de Existencias,2012,698.1,Corrientes,missing
Demanda  Externa,2012,183936.5,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2012,183936.5,Corrientes,missing
OFERTA GLOBAL,2012,294155.8,Corrientes,missing
Valor Agregado Bruto,2012,159017.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2012,23874.5,Corrientes,missing
       Explotación de Minas y Canteras,2012,395.1,Corrientes,missing
       Industria Manufacturera,2012,33628.0,Corrientes,missing
       Construcción,2012,5905.7,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2012,20809.4,Corrientes,missing
       Otros Servicios,2012,96122.7,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2012,21718.1,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2012,13792.8,Corrientes,missing
Producto Interno Bruto a precios de mercado,2012,172810.2,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2012,121345.7,Corrientes,missing
DEMANDA GLOBAL ,2012,294156.0,Corrientes,missing
Demanda Interna,2012,190365.90000000002,Corrientes,missing
    Gastos de Consumo Final,2012,151969.7,Corrientes,missing
       Sector Privado,2012,127198.8,Corrientes,missing
       Sector Público,2012,24770.9,Corrientes,missing
    Inversión Interna Bruta,2012,38396.2,Corrientes,missing
      Formación Bruta de Capital Fijo,2012,37978.399999999994,Corrientes,missing
       Sector Privado,2012,33433.7,Corrientes,missing
       Sector Público,2012,4544.7,Corrientes,missing
     Variación de Existencias,2012,417.8,Corrientes,missing
Demanda  Externa,2012,103790.1,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2012,103790.1,Corrientes,missing
OFERTA GLOBAL,2013,633958.8,Corrientes,missing
Valor Agregado Bruto a precios básicos,2013,349979.8,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2013,45904.4,Corrientes,missing
       Explotación de Minas y Canteras,2013,3733.0,Corrientes,missing
       Industria Manufacturera,2013,65119.7,Corrientes,missing
       Construcción,2013,22865.2,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2013,65671.7,Corrientes,missing
       Otros Servicios,2013,167876.2,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2013,21190.5,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2013,26559.6,Corrientes,missing
Producto Interno Bruto a precios de mercado,2013,376539.4,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2013,257419.5,Corrientes,missing
DEMANDA GLOBAL ,2013,633959.1,Corrientes,missing
Demanda Interna,2013,453440.5,Corrientes,missing
    Gastos de Consumo Final,2013,371504.2,Corrientes,missing
       Sector Privado,2013,308494.8,Corrientes,missing
       Sector Público,2013,63009.4,Corrientes,missing
    Inversión Interna Bruta,2013,81936.29999999999,Corrientes,missing
      Formación Bruta de Capital Fijo,2013,88808.4,Corrientes,missing
       Sector Privado,2013,74176.7,Corrientes,missing
       Sector Público,2013,14631.7,Corrientes,missing
     Variación de Existencias,2013,-6872.1,Corrientes,missing
Demanda  Externa,2013,180518.6,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2013,180518.6,Corrientes,missing
OFERTA GLOBAL,2013,294009.2,Corrientes,missing
Valor Agregado Bruto,2013,163850.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2013,24695.8,Corrientes,missing
       Explotación de Minas y Canteras,2013,368.1,Corrientes,missing
       Industria Manufacturera,2013,34762.3,Corrientes,missing
       Construcción,2013,5758.3,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2013,21254.8,Corrientes,missing
       Otros Servicios,2013,99679.9,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2013,22668.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2013,13783.9,Corrientes,missing
Producto Interno Bruto a precios de mercado,2013,177634.3,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2013,116374.8,Corrientes,missing
DEMANDA GLOBAL ,2013,294009.1,Corrientes,missing
Demanda Interna,2013,191548.59999999998,Corrientes,missing
    Gastos de Consumo Final,2013,157546.19999999998,Corrientes,missing
       Sector Privado,2013,131991.3,Corrientes,missing
       Sector Público,2013,25554.9,Corrientes,missing
    Inversión Interna Bruta,2013,34002.4,Corrientes,missing
      Formación Bruta de Capital Fijo,2013,37251.4,Corrientes,missing
       Sector Privado,2013,31853.3,Corrientes,missing
       Sector Público,2013,5398.1,Corrientes,missing
     Variación de Existencias,2013,-3249.0,Corrientes,missing
Demanda  Externa,2013,102460.5,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2013,102460.5,Corrientes,missing
OFERTA GLOBAL,2014,685855.4,Corrientes,missing
Valor Agregado Bruto a precios básicos,2014,379487.1,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2014,51988.2,Corrientes,missing
       Explotación de Minas y Canteras,2014,3454.1,Corrientes,missing
       Industria Manufacturera,2014,71543.3,Corrientes,missing
       Construcción,2014,21520.8,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2014,72214.4,Corrientes,missing
       Otros Servicios,2014,182315.5,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2014,23549.2,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2014,35146.4,Corrientes,missing
Producto Interno Bruto a precios de mercado,2014,414633.5,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2014,271221.9,Corrientes,missing
DEMANDA GLOBAL ,2014,685855.4,Corrientes,missing
Demanda Interna,2014,488644.7,Corrientes,missing
    Gastos de Consumo Final,2014,396663.1,Corrientes,missing
       Sector Privado,2014,333090.2,Corrientes,missing
       Sector Público,2014,63572.9,Corrientes,missing
    Inversión Interna Bruta,2014,91981.6,Corrientes,missing
      Formación Bruta de Capital Fijo,2014,92402.9,Corrientes,missing
       Sector Privado,2014,80174.8,Corrientes,missing
       Sector Público,2014,12228.1,Corrientes,missing
     Variación de Existencias,2014,-421.3,Corrientes,missing
Demanda  Externa,2014,197210.7,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2014,197210.7,Corrientes,missing
OFERTA GLOBAL,2014,303356.7,Corrientes,missing
Valor Agregado Bruto,2014,167842.6,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2014,25390.9,Corrientes,missing
       Explotación de Minas y Canteras,2014,337.7,Corrientes,missing
       Industria Manufacturera,2014,35816.4,Corrientes,missing
       Construcción,2014,5207.4,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2014,21694.1,Corrientes,missing
       Otros Servicios,2014,104114.0,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2014,24717.9,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2014,15224.0,Corrientes,missing
Producto Interno Bruto a precios de mercado,2014,183066.5,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2014,120290.2,Corrientes,missing
DEMANDA GLOBAL ,2014,303356.7,Corrientes,missing
Demanda Interna,2014,197455.2,Corrientes,missing
    Gastos de Consumo Final,2014,160264.1,Corrientes,missing
       Sector Privado,2014,135364.2,Corrientes,missing
       Sector Público,2014,24899.9,Corrientes,missing
    Inversión Interna Bruta,2014,37191.1,Corrientes,missing
      Formación Bruta de Capital Fijo,2014,37489.6,Corrientes,missing
       Sector Privado,2014,33218.5,Corrientes,missing
       Sector Público,2014,4271.0,Corrientes,missing
     Variación de Existencias,2014,-298.5,Corrientes,missing
Demanda  Externa,2014,105901.6,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2014,105901.6,Corrientes,missing
OFERTA GLOBAL,2015,746306.0,Corrientes,missing
Valor Agregado Bruto a precios básicos,2015,419268.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2015,56243.0,Corrientes,missing
       Explotación de Minas y Canteras,2015,2505.1,Corrientes,missing
       Industria Manufacturera,2015,80769.4,Corrientes,missing
       Construcción,2015,23558.0,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2015,77971.4,Corrientes,missing
       Otros Servicios,2015,204160.3,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2015,25938.8,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2015,41136.8,Corrientes,missing
Producto Interno Bruto a precios de mercado,2015,460405.2,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2015,285900.8,Corrientes,missing
DEMANDA GLOBAL ,2015,746306.0,Corrientes,missing
Demanda Interna,2015,538355.9,Corrientes,missing
    Gastos de Consumo Final,2015,422711.4,Corrientes,missing
       Sector Privado,2015,356849.3,Corrientes,missing
       Sector Público,2015,65862.1,Corrientes,missing
    Inversión Interna Bruta,2015,115644.5,Corrientes,missing
      Formación Bruta de Capital Fijo,2015,109037.8,Corrientes,missing
       Sector Privado,2015,97311.0,Corrientes,missing
       Sector Público,2015,11726.9,Corrientes,missing
     Variación de Existencias,2015,6606.7,Corrientes,missing
Demanda  Externa,2015,207950.1,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2015,207950.1,Corrientes,missing
OFERTA GLOBAL,2015,320571.1,Corrientes,missing
Valor Agregado Bruto,2015,173615.5,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2015,26058.9,Corrientes,missing
       Explotación de Minas y Canteras,2015,334.3,Corrientes,missing
       Industria Manufacturera,2015,37229.6,Corrientes,missing
       Construcción,2015,5328.9,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2015,22374.1,Corrientes,missing
       Otros Servicios,2015,109629.4,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2015,27339.6,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2015,16480.9,Corrientes,missing
Producto Interno Bruto a precios de mercado,2015,190096.4,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2015,130474.8,Corrientes,missing
DEMANDA GLOBAL ,2015,320571.1,Corrientes,missing
Demanda Interna,2015,211598.6,Corrientes,missing
    Gastos de Consumo Final,2015,166066.4,Corrientes,missing
       Sector Privado,2015,140645.6,Corrientes,missing
       Sector Público,2015,25420.8,Corrientes,missing
    Inversión Interna Bruta,2015,45532.2,Corrientes,missing
      Formación Bruta de Capital Fijo,2015,42097.9,Corrientes,missing
       Sector Privado,2015,38262.6,Corrientes,missing
       Sector Público,2015,3835.3,Corrientes,missing
     Variación de Existencias,2015,3434.3,Corrientes,missing
Demanda  Externa,2015,108972.6,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2015,108972.6,Corrientes,missing
OFERTA GLOBAL,2016,779101.3,Corrientes,missing
Valor Agregado Bruto a precios básicos,2016,449717.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2016,59758.1,Corrientes,missing
       Explotación de Minas y Canteras,2016,2695.3,Corrientes,missing
       Industria Manufacturera,2016,85034.6,Corrientes,missing
       Construcción,2016,27157.4,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2016,83235.0,Corrientes,missing
       Otros Servicios,2016,219484.9,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2016,27647.9,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2016,46204.5,Corrientes,missing
Producto Interno Bruto a precios de mercado,2016,495921.9,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2016,283179.4,Corrientes,missing
DEMANDA GLOBAL ,2016,779101.3,Corrientes,missing
Demanda Interna,2016,567272.7,Corrientes,missing
    Gastos de Consumo Final,2016,451340.4,Corrientes,missing
       Sector Privado,2016,381346.2,Corrientes,missing
       Sector Público,2016,69994.1,Corrientes,missing
    Inversión Interna Bruta,2016,115932.3,Corrientes,missing
      Formación Bruta de Capital Fijo,2016,109274.1,Corrientes,missing
       Sector Privado,2016,93389.3,Corrientes,missing
       Sector Público,2016,15884.8,Corrientes,missing
     Variación de Existencias,2016,6658.2,Corrientes,missing
Demanda  Externa,2016,211828.6,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2016,211828.6,Corrientes,missing
OFERTA GLOBAL,2016,325921.7,Corrientes,missing
Valor Agregado Bruto,2016,180312.7,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2016,27303.1,Corrientes,missing
       Explotación de Minas y Canteras,2016,352.5,Corrientes,missing
       Industria Manufacturera,2016,38340.0,Corrientes,missing
       Construcción,2016,5659.3,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2016,23098.3,Corrientes,missing
       Otros Servicios,2016,114140.3,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2016,28580.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2016,17184.1,Corrientes,missing
Producto Interno Bruto a precios de mercado,2016,197496.8,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2016,128424.8,Corrientes,missing
DEMANDA GLOBAL ,2016,325921.7,Corrientes,missing
Demanda Interna,2016,215982.8,Corrientes,missing
    Gastos de Consumo Final,2016,172810.0,Corrientes,missing
       Sector Privado,2016,146270.7,Corrientes,missing
       Sector Público,2016,26539.3,Corrientes,missing
    Inversión Interna Bruta,2016,43172.8,Corrientes,missing
      Formación Bruta de Capital Fijo,2016,38998.3,Corrientes,missing
       Sector Privado,2016,34061.0,Corrientes,missing
       Sector Público,2016,4937.3,Corrientes,missing
     Variación de Existencias,2016,4174.5,Corrientes,missing
Demanda  Externa,2016,109938.9,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2016,109938.9,Corrientes,missing
OFERTA GLOBAL,2017,862485.2,Corrientes,missing
Valor Agregado Bruto a precios básicos,2017,493177.3,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2017,68847.9,Corrientes,missing
       Explotación de Minas y Canteras,2017,3658.0,Corrientes,missing
       Industria Manufacturera,2017,93066.8,Corrientes,missing
       Construcción,2017,31740.5,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2017,90822.8,Corrientes,missing
       Otros Servicios,2017,233847.0,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2017,28805.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2017,50225.7,Corrientes,missing
Producto Interno Bruto a precios de mercado,2017,543403.0,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2017,319082.2,Corrientes,missing
DEMANDA GLOBAL ,2017,862485.2,Corrientes,missing
Demanda Interna,2017,628312.0,Corrientes,missing
    Gastos de Consumo Final,2017,493435.5,Corrientes,missing
       Sector Privado,2017,420084.7,Corrientes,missing
       Sector Público,2017,73350.8,Corrientes,missing
    Inversión Interna Bruta,2017,134876.5,Corrientes,missing
      Formación Bruta de Capital Fijo,2017,127874.4,Corrientes,missing
       Sector Privado,2017,106254.9,Corrientes,missing
       Sector Público,2017,21619.5,Corrientes,missing
     Variación de Existencias,2017,7002.1,Corrientes,missing
Demanda  Externa,2017,234173.3,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2017,234173.3,Corrientes,missing
OFERTA GLOBAL,2017,344684.6,Corrientes,missing
Valor Agregado Bruto,2017,189298.1,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2017,30128.9,Corrientes,missing
       Explotación de Minas y Canteras,2017,402.3,Corrientes,missing
       Industria Manufacturera,2017,39843.2,Corrientes,missing
       Construcción,2017,6138.7,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2017,23938.4,Corrientes,missing
       Otros Servicios,2017,118551.3,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2017,29704.9,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2017,17763.3,Corrientes,missing
Producto Interno Bruto a precios de mercado,2017,207061.4,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2017,137623.3,Corrientes,missing
DEMANDA GLOBAL ,2017,344684.6,Corrientes,missing
Demanda Interna,2017,229391.5,Corrientes,missing
    Gastos de Consumo Final,2017,180797.0,Corrientes,missing
       Sector Privado,2017,153879.9,Corrientes,missing
       Sector Público,2017,26917.1,Corrientes,missing
    Inversión Interna Bruta,2017,48594.4,Corrientes,missing
      Formación Bruta de Capital Fijo,2017,43354.9,Corrientes,missing
       Sector Privado,2017,36118.5,Corrientes,missing
       Sector Público,2017,7236.3,Corrientes,missing
     Variación de Existencias,2017,5239.6,Corrientes,missing
Demanda  Externa,2017,115293.2,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2017,115293.2,Corrientes,missing
OFERTA GLOBAL,2018,932515.8,Corrientes,missing
Valor Agregado Bruto a precios básicos,2018,520224.8,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2018,66791.5,Corrientes,missing
       Explotación de Minas y Canteras,2018,3873.4,Corrientes,missing
       Industria Manufacturera,2018,97181.2,Corrientes,missing
       Construcción,2018,34649.7,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2018,99452.2,Corrientes,missing
       Otros Servicios,2018,247688.6,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2018,29411.7,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2018,55060.1,Corrientes,missing
Producto Interno Bruto a precios de mercado,2018,575284.9,Corrientes,missing
